sample_id,image,text,label,cleaned_text
22494,22494.jpg,22494.txt,negative,I CANT SLEEP CAUSE Of this
20180,20180.jpg,20180.txt,positive,Jazz night tomorrow starting 6:30pm! #ottcity #613 #ottawa #jazz #drinks #dinner
12539,12539.jpg,12539.txt,negative,Dying whales and phony claims from cosmetics companies: DayStarter Top Stories. #HamOnt
4980,4980.jpg,4980.txt,negative,All these goodies at the EGPR #TIFF15 Lounge! #essentialslounge6ix #tiff15
19425,19425.jpg,19425.txt,positive,Doing good in the world is GREAT business! #Beakerhead #happeningnow #yyc
14189,14189.jpg,14189.txt,positive,Today's Sammie. .Classic Crab Roll with Niagara peach and pink pepper aioli #partyInUrMouth
4723,4723.jpg,4723.txt,negative,SOMEONE ask me for one more thing for free; I dare you. #TIFF15 cc:
12903,12903.jpg,12903.txt,positive,Hey #hamont #thbbluecollar & lavender ginger radler ontap come on down! 2nd floor
16955,16955.jpg,16955.txt,positive,"Good coffee, good scones, good friend. That's all about it. :) #scones #TorontoLife"
19871,19871.jpg,19871.txt,positive,Had a great day popping in on past clients & delivering a little early fall cheer. #clientappreciation #ottawa
8219,8219.jpg,8219.txt,positive,Flyest dog out there?? #nationaldogday
7628,7628.jpg,7628.txt,positive,"My sweet old girl, KiKi. #NationalDogDay"
22571,22571.jpg,22571.txt,negative,Why is Boo Boo Kitty NOT in the Smithsonian? They have Fonzi's leather jacket.
11919,11919.jpg,11919.txt,positive,First photo from the #rockies trip this #longweekend will have to do final edit on desktop. #explorealberta #yeg
21898,21898.jpg,21898.txt,positive,"""""#SeekTruth"""" & """"#SpeakTruth"""" stop living lies..."
10445,10445.jpg,10445.txt,positive,#canada features Top 10 Moments of Day 3 #TOMSS16
4104,4104.jpg,4104.txt,positive,Can you recommend anyone for this #job? Prototype Product Engineer - REPS (2015-2) -
6311,6311.jpg,6311.txt,positive,"Ladies and gentlemen, ! #VancouverBC #Canada #Portland #swing #music"
8959,8959.jpg,8959.txt,positive,me and Ashton dont always wear glasses but when we do sometimes we look a like #ShesKindaHotVMA
10309,10309.jpg,10309.txt,negative,LMFAO Dearies! #ScottWalker wants to build #Canada Wall ... #ScottWalker #BuildTheWall Eh!
4768,4768.jpg,4768.txt,positive,"#TIFF15 movie 5: """"The Dressmaker"""" (at in Toronto, ON)"
11224,11224.jpg,11224.txt,negative,When 5sos don't even know the maritimes but you're broke af and couldn't afford to go to Toronto #CANADAMATTERS5SOS
12315,12315.jpg,12315.txt,negative,Wehad the #coldest day in #yeg in 53 years today. #ClimateChange is #Bullshit
14868,14868.jpg,14868.txt,positive,Mariachi Ghost this afternoon. tonight! much much more....#Dartmouth
12733,12733.jpg,12733.txt,negative,Pedestrian 'expected to survive' after drunk driving crash. #HamOnt
21518,21518.jpg,21518.txt,positive,"I'm at Milton Fairgrounds in Milton, Ontario w/"
9452,9452.jpg,9452.txt,negative,When luke retweets every fan and update account but you #ShesKindaHotVMA
6274,6274.jpg,6274.txt,positive,#LiveMusic Tour Return
8509,8509.jpg,8509.txt,positive,Happy #NationalDogDay these are mine ??
20729,20729.jpg,20729.txt,positive,Gorgeous dinner onboard #riverforthdiningcar #capturecalgary
18497,18497.jpg,18497.txt,positive,. has set sail.
2583,2583.jpg,2583.txt,positive,Everyone is hyped for in #Abbotsford! #RallyintheValley! #MMFC #elxn42
22303,22303.jpg,22303.txt,positive,Interested in learning about #environmental stewardship education? Open House in October!
21416,21416.jpg,21416.txt,negative,well this isn't a good idea !!
17669,17669.jpg,17669.txt,positive,Share plates with big tastes . #FoodyFreaks #foodyfreaksverified #vancouver #foodporn #tapas #dimsum
5948,5948.jpg,5948.txt,negative,"I know, right..!? #BlueJays"
5927,5927.jpg,5927.txt,negative,"#OldManHawkins had to wake up from his nap and he's not happy, #Orioles whippersnappers! #GetOffMyLawn #BlueJays"
19751,19751.jpg,19751.txt,positive,Ruby just found her family again! She had a big adventure today... But is headed home. #yyc
9697,9697.jpg,9697.txt,negative,Clean energy gods send a message. Calgary air quality poses 'very high' health risk. #cdnpoli
19696,19696.jpg,19696.txt,negative,When it snows in Calgary in August. #yyc #snowmageddon
21429,21429.jpg,21429.txt,positive,Lmao when you're having car problems and is taking snaps of you ??
5634,5634.jpg,5634.txt,negative,Missed the #BlueJays game to drive a lambo. ??
8135,8135.jpg,8135.txt,positive,1/2 things that make me happy. Love ya sofie ?? #HappyNationalDogDay
15682,15682.jpg,15682.txt,positive,"draws to a close today inside the . Here, you can plan your entire wedding. #Toronto"
19808,19808.jpg,19808.txt,positive,Out For A Stroll This AM In Our Nation's Capital And Stumbled Upon This... #ottawa #respect
8754,8754.jpg,8754.txt,negative,#ShesKindaHotVMA my grandpa thought this was a real tattoo
10509,10509.jpg,10509.txt,positive,#Muskoka - Who said #LA only had breathtaking #sunsets? #LaborDay #Weekend #Canada
21740,21740.jpg,21740.txt,negative,cries because
12246,12246.jpg,12246.txt,positive,Dog Park sunset #yeg
7596,7596.jpg,7596.txt,positive,Baby & Buddy #gypsyriverranch #mohicanriver #NationalDogDay #WKYC #DogDay3
9910,9910.jpg,9910.txt,positive,Not everybody likes to read or research on the Internet. Libraries are important. #cdnpoli
7479,7479.jpg,7479.txt,negative,#housemusic by OUT NOW !!!!! RT
8979,8979.jpg,8979.txt,negative,Michael when he sees your not voting???? #5SOSFAMVOTEATTACK #BattleOfTheFangirls #ShesKindaHotVMA
13825,13825.jpg,13825.txt,negative,#wildfollowparty Hi I'm Taylor I'm a flop who loves another flop named Troye. Ok bye.
17811,17811.jpg,17811.txt,negative,Whoa. #Vancouver lost 300 trees during that storm on August 31! (I'm at a #VancouverParkBoard meeting)
12906,12906.jpg,12906.txt,negative,Sun bathing on the roof of his building and he's got his junk covered too !! #HamOnt #OnlyinHamOnt #OnlyinHamilton
12730,12730.jpg,12730.txt,negative,An old man's balls were hanging out on the bus yesterday. #HamOnt #OnlyinHamOnt #OnlyinHamilton
3753,3753.jpg,3753.txt,negative,Captive audience at this #debate2015 party in #Calgary. #elxn42 leaders debate beginning soon
9449,9449.jpg,9449.txt,negative,Talking to my crush casually about 5sos #ShesKindaHotVMA
5687,5687.jpg,5687.txt,negative,Pitchers when they find out they have to chuck against the #BlueJays.
18399,18399.jpg,18399.txt,positive,The best is yet to come ... #Montreal #mtl #NDG event coming soon ....??? #mystery #Networking
8192,8192.jpg,8192.txt,positive,#NationalDogDay gotta love my Golden Retriever Lily
3060,3060.jpg,3060.txt,negative,227 000 fake followers for #elxn42
4932,4932.jpg,4932.txt,positive,Thanks for inviting me to the #LegendFilm premier ! #TIFF15
12598,12598.jpg,12598.txt,negative,City struggles to deal with mental health tenants destroying housing. #HamOnt
22114,22114.jpg,22114.txt,negative,I very seriously wish I was listening to snoring right meow ??
8726,8726.jpg,8726.txt,negative,um hello put that hand back were it belongs.... :O #ShesKindaHotVMA
16005,16005.jpg,16005.txt,positive,Lauren from helping us set our intention for today's class! #freeyogainhighpark #torontoyoga
2846,2846.jpg,2846.txt,negative,"1/2 Women’s issues debate cancelled because Harper, Mulcair won’t participate #elxn42"
22007,22007.jpg,22007.txt,positive,Incredible accuracy of my Depth Gauge. Outstanding!!! #divewatch
9204,9204.jpg,9204.txt,negative,I hate it when people act like this like we get it? You smoke week? #ShesKindaHotVMA
8466,8466.jpg,8466.txt,negative,"Happy #NationalDogDay . It's been almost 4 years, but I still miss my little buddy."
18087,18087.jpg,18087.txt,positive,Come and make your own Airbrush art in the park #MTL #montreal #ndg with this Friday Girouard park
2697,2697.jpg,2697.txt,negative,All of these #CPC candidates not attending #Bramdebate. #shameful #followingorders #cdnpoli #elxn42
6159,6159.jpg,6159.txt,positive,"Registered Nurse - RN - Supplemental Health Care: (#Rockport, ME) #Nursing #Job #Jobs"
16049,16049.jpg,16049.txt,negative,"#TorontoFC, #IMFC moving in different directions as TFC adds to Montreal misery in 2-1 win."
7809,7809.jpg,7809.txt,negative,#NationalDogDay my baby doll??
3024,3024.jpg,3024.txt,positive,"Today is #TeamOmar day: Join me, 2-9pm at #Mississauga Centre. | #LPC . #RealChange #Trudeau2015 #elxn42"
5532,5532.jpg,5532.txt,positive,whole fam together for the game #BlueJays #ComeTogether
18193,18193.jpg,18193.txt,positive,"#Montreal, QC #ProjectMgmt #Job: SR Project/Program Manager at CGI #Jobs #Hiring"
17119,17119.jpg,17119.txt,negative,"Wind damage in Kits (there's supposed to be a sidewalk there). Walk (and drive) with extra care, #Vancouver."
13334,13334.jpg,13334.txt,positive,#howsweet. Honey tasting with at the #tlgardenparty
21665,21665.jpg,21665.txt,negative,Thought it looked cool! ????
12525,12525.jpg,12525.txt,negative,Meeting at Ottawa street BIA is deteriorating fast. #HamOnt
21593,21593.jpg,21593.txt,positive,"Congratulations to of the on winning the """"Jeff Babstock Award"""" for Leagues Top Defender"
19922,19922.jpg,19922.txt,positive,A beautiful sunny Friday morning outside the offices in #Ottawa.
9017,9017.jpg,9017.txt,negative,now I'm just randomly picking irrelevant shit from my camera roll just vote guys #ShesKindaHotVMA
22558,22558.jpg,22558.txt,negative,I am very drunk.
4833,4833.jpg,4833.txt,positive,So this is happening today. A ver si aguanto las seis horas. BRING IT #TIFF15
5682,5682.jpg,5682.txt,negative,"Did you see this, ? : Sorry Dion, your services are no longer required... #leafs #BlueJays"
9363,9363.jpg,9363.txt,negative,Rt or you'll never get to tell him how much he's saved you #ShesKindaHotVMA
3170,3170.jpg,3170.txt,negative,Timely Art Exhibition in Ottawa this October: … … … … … … #GoodToGo #elxn42
8671,8671.jpg,8671.txt,positive,"You boys have come so far, I'm proud #5SOSonGMA #ShesKindaHotVMA"
6299,6299.jpg,6299.txt,positive,Looks like the views counts is working again #MTVHottest One Direction ?? #DragMeDownMusicVideo
22843,22843.jpg,22843.txt,positive,he dressed up 4 u XX #happybirhday from Tofu and i ????
10370,10370.jpg,10370.txt,positive,"Great game ,love watching u play whether its for Orlando or for Canada!Keep doing what you do! #GoCanadaGo"
20346,20346.jpg,20346.txt,positive,Good Morning from #Ottawa. #WayBackWednesday
7598,7598.jpg,7598.txt,positive,Happy #NationalDogDay ! ??
11880,11880.jpg,11880.txt,positive,"Sausage, biscuits, hash browns and homemade ketchup #gastropost #gastropostab #yegfood #yeg"
5384,5384.jpg,5384.txt,positive,Way to go Donaldson! Go Jays! #BlueJays #baseball
13226,13226.jpg,13226.txt,negative,"Defying #Liberal Logic. #UnbornLivesMatter, too. End #CulturalCorruption #PoliticalCorrectness #tcot #TeaParty"
8893,8893.jpg,8893.txt,negative,Jack and mini jack #ShesKindaHotVMA
14503,14503.jpg,14503.txt,positive,Happy birthday! #AKPublicArt #SharkGirl #SharkGirlBuffaloBday
8644,8644.jpg,8644.txt,negative,sorry we lost our lead #ShesKindaHotVMA
15970,15970.jpg,15970.txt,negative,Oooo good way to start the day. #Weed #420 #Toronto
21813,21813.jpg,21813.txt,positive,Enjoying a fine Cohiba Cigar while listening to #pyschodelicSundays on . Nothing beats this
10697,10697.jpg,10697.txt,positive,agree with Fraser Valley Peace Council: #Canada must revert back to #PeaceKeeping #SurreyBC
18878,18878.jpg,18878.txt,negative,He's snuggled in tight tonight. #brrrr #yyc #dogs #oliver #notlikingtheweather
22001,22001.jpg,22001.txt,negative,my dads new shirt....
4444,4444.jpg,4444.txt,positive,"Can you recommend anyone for this #Healthcare #job? #Buffalo, NY #Hiring"
6044,6044.jpg,6044.txt,negative,When my nursing groupies rant/vent about work ???? #nurselife #nursingproblems
19824,19824.jpg,19824.txt,negative,Sever thunderstorm in #Ottawa #ottnews
14011,14011.jpg,14011.txt,positive,"#Madonna #RebelHeartTour #art #painting """" REBEL """" for my favorite Artist Madonna"
20603,20603.jpg,20603.txt,positive,#Calgary all dreamy and pretty.
21213,21213.jpg,21213.txt,negative,Read this
12597,12597.jpg,12597.txt,negative,Dundas Pizza Pizza. Someone decided to light trash on fire ! #HamOnt #OnlyinHamOnt #OnlyinHamilton
6841,6841.jpg,6841.txt,negative,Them hands though?? #DragMeDownMusicVideoIsOut
6522,6522.jpg,6522.txt,positive,Pioneer DDJ-SB now ONLY $299. Get yours today!!! #dj #music #proaudio
15004,15004.jpg,15004.txt,positive,It's a beautiful day in the neighborhood. #kawarthalakes #kawarthalakesnaturally
20379,20379.jpg,20379.txt,positive,RT for a chance to win 2 tickets to DJ YELLA #StraightOuttaCompton #PosteringOttawa
16709,16709.jpg,16709.txt,positive,Live Music tonight with performing from 7pm #nocover #Toronto #torontoeats #The6ix see you at the bar!
2938,2938.jpg,2938.txt,positive,ICYMI: Harper is pulling out all the stops & actually kissed a baby yesterday. These photos c/o his FB page. #elxn42
7445,7445.jpg,7445.txt,positive,We also added the latest from called #Dibs! #newadd #NewMusicMonday
20785,20785.jpg,20785.txt,negative,#SelfieForNash ???? not the best pic but doing this just for you
18325,18325.jpg,18325.txt,positive,#TGIF ! Great table d'hote for lunch and then happy hour from 4-8! #montreal...
19248,19248.jpg,19248.txt,positive,"#TGIF ?? Happy Friday everyone ?? Have a wonderful weekend! P.S. #Calgary, find our #tights at Bali and Beyond #yyc"
3618,3618.jpg,3618.txt,positive,John Aman will vote in 2015 because it's his responsibility for his family! #iwillvote2015 #cdnpoli #elxn42 #bcrc15
13356,13356.jpg,13356.txt,negative,michael girls during the chorus of #jetblackheart
21848,21848.jpg,21848.txt,negative,bite me
17744,17744.jpg,17744.txt,positive,THIS FRIDAY returns to #Vancouver at . Tickets:
10613,10613.jpg,10613.txt,positive,Can't wait for the game start! #GOCANADAGO
19201,19201.jpg,19201.txt,positive,"This LVT is groutable, giving it the look of tile & the durability of vinyl. #vinyltile #lvt #yycdesign #yyc #calgary"
20354,20354.jpg,20354.txt,positive,There are 40 breweries at this year. Bring some friends & taste test them all. #OCBF2015 #Ottawa
8477,8477.jpg,8477.txt,positive,there ya go! Happy #NationalDogDay
9189,9189.jpg,9189.txt,negative,VOTW BECAUSE THIS PHOTO FUCKS ME UP #ShesKindaHotVMA
16128,16128.jpg,16128.txt,positive,Dinner at the CN Tower today ?? #cntower #toronto #tdot #the6
17874,17874.jpg,17874.txt,negative,#Edmonton City being so obsessed fixing curbs and sidewalk replacing now 1year old sidewalks Roads still treacherous
9307,9307.jpg,9307.txt,negative,#ShesKindaHotVMA when I see people not voting rn
19669,19669.jpg,19669.txt,negative,Sucks these are only available in the US :( #ItGetsBetter #yyc
5318,5318.jpg,5318.txt,negative,When you wake up in a good mood but then remember the #BlueJays lost 10-2 to f***ing Baltimore last night ...
2679,2679.jpg,2679.txt,positive,My favourite sign location this week for obvious reasons #Results4Durham #elxn42
20480,20480.jpg,20480.txt,positive,announces expansion of #Salesforce practice to #Ottawa #tech
16900,16900.jpg,16900.txt,positive,Walking around downtown #Toronto #LoveTO
10060,10060.jpg,10060.txt,negative,#NoTPP corporations are destroying the world fast enough as it is #multinational #ecocide #cdnpoli #gmo #BigPharma
9248,9248.jpg,9248.txt,negative,my version of don't stop PART 1: DONT STOP FUCKING VOTING?????? #ShesKindaHotVMA
12653,12653.jpg,12653.txt,positive,Mountaineers Drops Pair to Conestoga in OCAA Softball yesterday #HamOnt #HTMountaineers #OCAA
6225,6225.jpg,6225.txt,positive,Sept Music Poster for #hblposters #HamOnMusic
2604,2604.jpg,2604.txt,positive,"Got the coolest button today, thanks ! Only 42 days left! #elxn42"
21182,21182.jpg,21182.txt,negative,really?
12408,12408.jpg,12408.txt,positive,Deer at the bottom of Wentworth stairs just wandering around. #HamOnt #OnlyinHamOnt
2971,2971.jpg,2971.txt,positive,Sound check for volunteer event at the Lula Lounge #cash4TO #elxn42 #davenportNDP
11125,11125.jpg,11125.txt,positive,My neighbourhood is beautiful. I feel lucky each time I go out. #ottawa #Canada #freedom #summer
17145,17145.jpg,17145.txt,positive,Great day hiking #vancouverisland
7180,7180.jpg,7180.txt,positive,Imma enjoy this for all who couldn't make it ???? #BillboardMusicFestival #NY #XO
16463,16463.jpg,16463.txt,positive,Excited for in Sept! #toronto #concerts
2987,2987.jpg,2987.txt,negative,If abortion is a settled issue in #Canada than why people get upset with images of abortion? #elxn42 #RealChange #LPC
18384,18384.jpg,18384.txt,negative,for those about to rock !!! are you with me MONTREALLLLLLL !!! #RockOrBustWorldTour #mtl #ACDC #Montreal #RockOrBust
10030,10030.jpg,10030.txt,negative,BREAKING: Canada is officially in a recession for the 2nd time in 7 years. #ottnews #cdnpoli
